Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight
40,2016-02-10,-4.6,0.7,-10.0,0.5,5.3
41,2016-02-11,-6.1,-0.8,-14.6,0.0,8.2
42,2016-02-12,-7.1,-1.7,-15.0,0.0,3.7
43,2016-02-13,2.7,9.0,-4.0,0.0,1.9
44,2016-02-14,-2.7,1.6,-6.5,10.0,0.0
45,2016-02-15,-9.2,-2.2,-16.1,0.0,6.7
46,2016-02-16,-10.7,-3.9,-17.7,0.0,7.3
47,2016-02-17,-8.9,-2.4,-17.3,0.0,6.1
48,2016-02-18,-5.6,1.4,-11.4,0.0,5.1
49,2016-02-19,-2.0,5.6,-9.3,0.0,7.6
50,2016-02-20,-0.3,3.4,-4.2,3.5,6.8
51,2016-02-21,-4.3,-1.9,-10.5,15.0,0.8
52,2016-02-22,-7.3,-1.6,-14.3,0.0,7.7
53,2016-02-23,-6.6,0.6,-15.3,0.0,7.6
54,2016-02-24,-13.4,-9.5,-21.6,0.0,2.9
55,2016-02-25,-13.4,-4.7,-21.8,2.0,5.0
56,2016-02-26,-11.9,-6.5,-20.8,0.0,2.9
57,2016-02-27,-12.2,-3.5,-19.4,0.0,4.4
58,2016-02-28,-12.7,-5.0,-19.5,0.0,9.5
59,2016-02-29,-8.3,-2.5,-16.0,9.0,0.0
60,2016-03-01,-6.9,-3.0,-14.1,1.0,1.9
61,2016-03-02,-10.1,-4.3,-17.0,0.0,5.8
62,2016-03-03,-11.8,-4.5,-17.4,0.0,6.9
63,2016-03-04,-9.8,-1.7,-17.9,0.0,8.9
64,2016-03-05,-9.4,-1.9,-17.8,0.0,8.1
65,2016-03-06,-1.3,3.8,-14.4,0.0,0.0
66,2016-03-07,1.7,9.6,-4.3,0.0,9.8
67,2016-03-08,1.4,5.7,-3.7,0.0,5.7
68,2016-03-09,-3.7,-0.1,-12.3,0.0,6.8
69,2016-03-10,-5.9,1.6,-13.9,0.0,8.9
70,2016-03-11,-6.9,0.5,-12.6,0.0,5.6
71,2016-03-12,-6.9,-0.3,-13.1,0.0,4.1
72,2016-03-13,-4.2,2.1,-12.3,0.0,10.1
73,2016-03-14,-0.8,6.5,-9.3,0.0,8.3
74,2016-03-15,-2.4,0.8,-8.1,0.0,4.2
75,2016-03-16,0.1,9.9,-11.3,0.0,10.9
76,2016-03-17,3.0,9.9,-3.6,0.0,9.6
77,2016-03-18,4.0,12.2,-2.1,0.0,4.4
78,2016-03-19,2.3,7.6,-0.5,3.5,0.0
79,2016-03-20,-2.2,1.0,-8.4,0.0,6.8
80,2016-03-21,-4.0,2.3,-10.6,0.0,10.0
81,2016-03-22,-1.7,5.1,-8.2,0.0,9.9
82,2016-03-23,-2.1,2.0,-6.4,3.5,2.5
83,2016-03-24,-3.3,1.3,-10.9,0.0,3.2
84,2016-03-25,-3.9,0.9,-8.9,0.0,5.5
85,2016-03-26,-2.9,1.3,-6.3,0.0,6.8
86,2016-03-27,1.2,8.3,-7.3,0.0,10.8
87,2016-03-28,1.7,8.2,-4.1,0.0,10.0
88,2016-03-29,1.1,5.7,-5.7,0.0,8.5
89,2016-03-30,5.0,8.5,1.7,4.0,3.1
90,2016-03-31,3.7,9.0,-1.0,0.0,7.4
91,2016-04-01,1.2,3.4,-0.4,0.0,1.4
92,2016-04-02,2.0,5.9,-0.6,0.0,10.1
93,2016-04-03,4.8,10.5,1.0,0.0,1.8
94,2016-04-04,4.1,10.4,-1.0,0.0,6.6
95,2016-04-05,5.9,14.6,-2.7,0.0,10.7
96,2016-04-06,5.0,10.3,0.3,0.0,9.6
97,2016-04-07,6.8,14.3,-0.9,0.0,7.7
98,2016-04-08,6.4,11.5,0.0,1.0,4.0
99,2016-04-09,2.8,8.8,-2.1,0.0,5.7
100,2016-04-10,3.0,8.5,-1.5,0.0,8.4
101,2016-04-11,0.0,4.5,-2.2,0.5,3.8
102,2016-04-12,3.0,8.6,-2.2,0.0,8.8
103,2016-04-13,6.1,13.4,-1.2,0.0,3.5
104,2016-04-14,7.5,14.3,3.1,0.0,4.4
105,2016-04-15,2.4,4.8,-0.7,0.0,1.1
106,2016-04-16,5.3,11.7,0.4,0.0,8.8
107,2016-04-17,3.1,6.7,0.9,18.0,0.0
108,2016-04-18,1.3,4.1,-1.2,0.0,0.0
109,2016-04-19,0.0,2.6,-1.6,0.5,0.0
110,2016-04-20,6.4,14.1,-0.5,0.0,6.2
111,2016-04-21,11.4,20.6,3.7,0.0,10.0
112,2016-04-22,6.7,15.1,0.6,0.0,9.3
113,2016-04-23,6.0,11.7,0.1,1.0,6.6
114,2016-04-24,7.0,14.4,-0.3,0.0,8.6
115,2016-04-25,4.6,13.3,-1.7,0.0,5.2
116,2016-04-26,3.5,8.1,0.8,0.0,0.3
117,2016-04-27,4.9,11.4,-1.2,0.0,7.4
118,2016-04-28,5.6,12.3,-0.6,0.5,8.2
119,2016-04-29,-0.1,1.0,-1.2,17.5,0.0
120,2016-04-30,1.8,4.5,-1.4,1.5,2.6
121,2016-05-01,4.0,8.4,-0.5,0.0,5.9
122,2016-05-02,6.1,13.5,-1.9,0.0,10.2
123,2016-05-03,16.1,25.2,6.2,0.0,7.0
124,2016-05-04,13.7,16.5,10.4,1.5,0.2
125,2016-05-05,12.4,17.0,8.3,0.0,7.1
126,2016-05-06,9.8,15.0,5.7,0.0,7.7
127,2016-05-07,10.8,18.8,5.6,2.0,4.7
128,2016-05-08,11.1,16.4,4.5,0.0,11.3
129,2016-05-09,12.1,21.3,1.8,0.0,6.7
130,2016-05-10,11.4,17.8,3.1,0.0,7.0
131,2016-05-11,8.1,10.2,6.3,13.0,0.0
132,2016-05-12,9.5,15.9,4.3,0.0,5.7
133,2016-05-13,15.1,25.8,3.1,0.0,12.4
134,2016-05-14,13.1,21.0,4.8,0.0,12.4
135,2016-05-15,13.2,20.3,3.9,0.0,9.2
136,2016-05-16,10.0,13.3,7.2,0.0,3.3
137,2016-05-17,14.9,21.3,8.6,1.5,5.0
138,2016-05-18,13.8,20.8,6.2,0.0,12.0
139,2016-05-19,17.3,26.7,6.8,0.0,12.7
140,2016-05-20,20.3,31.6,10.2,0.0,12.6
141,2016-05-21,21.3,31.7,11.6,0.0,12.9
142,2016-05-22,18.8,30.8,10.1,0.0,13.2
143,2016-05-23,16.3,25.5,7.7,0.0,10.5
144,2016-05-24,14.1,23.0,4.8,0.0,9.6
145,2016-05-25,14.3,23.3,10.1,0.0,6.6
146,2016-05-26,19.1,26.7,11.3,0.0,5.2
147,2016-05-27,16.6,24.7,7.6,0.5,8.8
148,2016-05-28,13.4,24.5,4.9,1.5,6.5
149,2016-05-29,10.1,17.9,5.0,0.0,6.6
150,2016-05-30,11.6,21.4,1.1,0.0,8.4
151,2016-05-31,12.6,17.2,8.3,12.0,2.8
152,2016-06-01,9.2,12.8,5.3,12.0,0.0
153,2016-06-02,5.1,8.1,1.5,5.0,0.5
154,2016-06-03,6.6,14.7,-0.4,0.0,5.2
155,2016-06-04,7.2,10.4,4.7,7.5,0.2
156,2016-06-05,8.8,14.4,4.5,0.0,3.4
157,2016-06-06,13.2,20.6,3.9,0.0,13.3
158,2016-06-07,16.5,24.6,9.8,0.0,12.1
159,2016-06-08,16.2,23.9,9.7,1.5,4.8
160,2016-06-09,15.7,22.7,11.6,28.5,6.1
161,2016-06-10,10.5,13.0,8.3,2.5,0.0
162,2016-06-11,11.4,17.4,6.7,0.0,11.5
163,2016-06-12,11.6,17.6,7.8,0.0,9.2
164,2016-06-13,13.1,15.2,10.2,0.0,0.0
165,2016-06-14,13.9,17.2,12.3,3.0,0.0
166,2016-06-15,15.5,21.1,11.6,0.0,7.6
167,2016-06-16,13.9,18.1,11.0,6.5,7.9
168,2016-06-17,12.4,14.1,10.4,17.5,0.0
169,2016-06-18,14.1,18.9,10.9,2.5,1.2
170,2016-06-19,15.5,20.0,10.1,0.0,9.6
171,2016-06-20,16.1,18.6,14.0,0.0,0.2
172,2016-06-21,17.5,21.8,14.3,0.5,1.6
173,2016-06-22,15.4,19.0,11.1,0.0,0.6
174,2016-06-23,15.0,20.0,12.5,0.0,1.1
175,2016-06-24,15.0,21.6,7.9,0.0,5.3
176,2016-06-25,11.3,14.1,9.6,9.5,0.5
177,2016-06-26,11.2,14.4,8.3,1.0,0.0
178,2016-06-27,14.7,21.7,7.1,0.0,8.8
179,2016-06-28,18.5,26.6,10.3,0.0,9.9
180,2016-06-29,21.2,28.6,13.2,0.0,12.2
181,2016-06-30,21.7,29.0,15.0,0.0,10.2
182,2016-07-01,21.7,28.6,15.1,0.0,11.1
183,2016-07-02,20.2,26.0,15.7,16.5,2.3
184,2016-07-03,21.3,25.7,15.5,0.0,3.8
185,2016-07-04,10.9,15.5,9.1,0.5,0.0
186,2016-07-05,13.6,20.2,9.0,0.0,7.5
187,2016-07-06,14.8,22.0,9.1,0.0,10.7
188,2016-07-07,17.6,27.0,6.6,0.0,13.8
189,2016-07-08,19.6,29.0,9.0,0.0,12.6
190,2016-07-09,20.1,26.6,14.7,0.5,9.4
191,2016-07-10,17.5,24.0,14.8,22.5,0.8
192,2016-07-11,14.9,17.9,13.2,0.5,0.0
193,2016-07-12,18.0,24.3,13.2,0.0,10.7
194,2016-07-13,18.4,24.7,13.0,0.0,8.5
195,2016-07-14,18.1,23.8,14.2,0.0,13.4
196,2016-07-15,17.2,22.4,13.7,0.0,0.2
197,2016-07-16,16.8,19.9,14.2,0.0,0.1
198,2016-07-17,18.8,26.0,14.6,0.0,3.4
199,2016-07-18,18.7,22.0,16.5,0.0,0.0
200,2016-07-19,16.5,18.1,15.0,32.5,0.0
201,2016-07-20,16.8,22.0,13.6,1.5,3.4
202,2016-07-21,17.9,24.3,13.1,0.0,7.0
203,2016-07-22,18.8,25.3,14.2,0.0,9.9
204,2016-07-23,18.4,25.1,10.7,0.0,12.4
205,2016-07-24,18.4,24.5,11.5,0.0,13.2
206,2016-07-25,19.4,27.0,11.8,0.0,12.5
207,2016-07-26,18.5,24.1,12.3,0.0,6.0
208,2016-07-27,18.6,20.9,16.8,5.5,0.0
209,2016-07-28,21.7,26.3,17.7,19.5,1.6
210,2016-07-29,22.6,25.0,20.6,12.0,0.0
211,2016-07-30,24.3,29.3,20.9,0.0,7.0
212,2016-07-31,23.6,28.3,19.2,0.0,6.4
213,2016-08-01,24.0,29.3,20.3,5.0,4.5
214,2016-08-02,23.8,29.6,19.7,0.0,6.4
215,2016-08-03,23.2,31.8,19.2,26.5,7.3
216,2016-08-04,24.0,31.3,19.1,0.0,9.2
217,2016-08-05,21.5,29.5,14.9,0.0,11.0
218,2016-08-06,20.4,29.2,14.0,0.0,12.4
219,2016-08-07,22.5,29.8,13.8,0.0,12.3
220,2016-08-08,24.8,29.8,20.2,0.0,11.4
221,2016-08-09,18.6,22.4,16.8,3.5,0.0
222,2016-08-10,18.5,24.8,12.7,0.0,8.8
223,2016-08-11,20.3,27.9,13.2,0.0,11.3
224,2016-08-12,22.0,29.9,14.3,0.0,10.9
225,2016-08-13,21.1,26.7,15.3,0.0,12.6
226,2016-08-14,21.9,28.1,15.7,0.0,8.3
227,2016-08-15,21.6,26.9,18.8,18.5,1.2
228,2016-08-16,22.3,24.6,19.3,1.5,1.5
229,2016-08-17,21.6,23.8,20.4,98.5,0.0
230,2016-08-18,24.3,30.2,18.2,0.0,10.4
231,2016-08-19,22.7,27.9,19.9,5.5,1.3
232,2016-08-20,20.5,24.3,19.1,114.5,0.0
233,2016-08-21,20.2,22.1,18.8,39.0,0.0
234,2016-08-22,23.9,29.7,19.0,23.0,5.2
235,2016-08-23,22.8,28.9,19.0,27.5,4.6
236,2016-08-24,21.6,28.1,17.6,0.0,9.0
237,2016-08-25,22.5,27.7,15.9,0.0,10.9
238,2016-08-26,19.7,24.4,15.0,16.5,0.0
239,2016-08-27,15.7,20.0,11.5,0.0,1.9
240,2016-08-28,15.3,17.4,12.1,3.5,0.0
241,2016-08-29,19.2,22.2,15.8,14.5,0.7
242,2016-08-30,21.2,23.2,19.5,13.0,0.6
243,2016-08-31,23.7,28.1,20.7,3.5,5.9
244,2016-09-01,23.6,29.1,19.3,2.0,7.9
245,2016-09-02,20.9,26.8,18.3,0.0,4.1
246,2016-09-03,20.2,25.8,18.2,0.0,2.5
247,2016-09-04,20.1,25.1,16.4,0.0,1.0
248,2016-09-05,20.9,26.7,16.1,0.0,5.5
249,2016-09-06,21.1,22.8,19.7,8.5,0.2
250,2016-09-07,18.1,24.4,13.7,1.0,2.2
251,2016-09-08,13.5,15.4,12.5,5.5,0.0
252,2016-09-09,14.2,15.6,12.6,86.5,0.0
253,2016-09-10,14.6,17.7,11.6,0.0,1.5
254,2016-09-11,14.6,19.8,12.1,1.0,2.9
255,2016-09-12,13.8,18.7,9.3,0.0,7.1
256,2016-09-13,15.3,21.0,10.5,0.0,5.8
257,2016-09-14,16.2,22.3,10.7,0.0,4.8
258,2016-09-15,17.2,23.6,11.9,8.0,4.5
259,2016-09-16,16.8,22.2,12.8,2.0,5.7
260,2016-09-17,12.8,18.1,9.3,3.0,0.4
261,2016-09-18,11.9,15.8,9.2,1.5,2.3
262,2016-09-19,12.1,17.5,7.4,0.0,2.8
263,2016-09-20,12.1,20.3,5.7,0.0,8.8
264,2016-09-21,11.7,18.4,6.3,0.0,6.5
265,2016-09-22,13.8,20.2,6.6,0.0,8.3
266,2016-09-23,13.4,15.9,11.4,12.0,0.0
267,2016-09-24,17.1,23.7,11.1,0.0,8.7
268,2016-09-25,17.6,23.8,11.2,0.0,11.3
269,2016-09-26,16.4,25.0,10.2,0.0,11.0
270,2016-09-27,14.9,23.5,8.3,0.0,7.7
271,2016-09-28,14.6,22.0,11.3,8.0,1.7
272,2016-09-29,12.4,15.0,9.9,0.0,0.2
273,2016-09-30,13.1,20.2,6.6,0.0,9.3
274,2016-10-01,13.9,22.0,7.2,0.0,10.5
275,2016-10-02,15.0,24.9,7.1,0.0,10.2
276,2016-10-03,13.9,17.6,11.4,3.5,0.0
277,2016-10-04,14.1,19.0,7.4,0.0,10.6
278,2016-10-05,9.1,14.8,1.9,0.5,8.3
279,2016-10-06,10.0,15.3,4.3,9.0,5.8
280,2016-10-07,5.5,12.1,1.0,3.5,8.3
281,2016-10-08,8.6,15.9,1.3,0.0,1.4
282,2016-10-09,9.9,16.3,2.9,0.0,8.8
283,2016-10-10,5.8,12.2,1.6,0.0,5.1
284,2016-10-11,7.8,14.8,2.7,0.0,7.1
285,2016-10-12,5.2,9.9,1.7,0.0,2.5
286,2016-10-13,5.8,11.8,1.7,0.0,3.8
287,2016-10-14,4.5,11.0,-0.5,0.0,2.9
288,2016-10-15,6.2,16.9,-0.8,0.0,9.6
289,2016-10-16,12.0,22.8,1.6,0.0,9.8
290,2016-10-17,11.3,17.3,7.1,0.0,0.1
291,2016-10-18,10.2,18.6,3.9,0.0,10.0
292,2016-10-19,8.1,17.8,1.3,0.0,10.2
293,2016-10-20,4.9,14.3,0.7,7.5,2.4
294,2016-10-21,3.3,6.4,0.2,0.0,6.8
295,2016-10-22,3.3,8.0,-1.7,0.0,2.9
296,2016-10-23,2.1,5.9,-2.1,0.0,0.7
297,2016-10-24,0.2,6.1,-3.0,0.0,5.0
298,2016-10-25,4.9,11.3,-2.9,0.0,8.3
299,2016-10-26,6.7,15.5,0.3,4.5,6.0
300,2016-10-27,1.1,4.4,-1.4,2.5,2.1
301,2016-10-28,3.3,9.0,-2.1,0.0,8.1
302,2016-10-29,0.6,4.1,-3.1,0.0,2.9
303,2016-10-30,-0.2,5.0,-5.4,0.0,5.0
304,2016-10-31,0.1,5.4,-5.8,1.5,1.2
305,2016-11-01,-0.7,2.8,-3.6,1.0,2.7
306,2016-11-02,-1.0,4.3,-5.2,0.0,3.5
307,2016-11-03,-1.3,1.3,-6.4,14.0,0.0
308,2016-11-04,-3.9,1.8,-11.2,0.0,2.6
309,2016-11-05,-4.1,-0.1,-12.2,18.5,0.0
310,2016-11-06,-1.5,0.8,-4.1,1.5,4.9
311,2016-11-07,-6.3,-0.7,-11.9,0.0,8.0
312,2016-11-08,-0.1,6.0,-9.0,8.5,0.0
313,2016-11-09,-1.3,3.7,-8.4,0.0,7.2
314,2016-11-10,-2.3,2.0,-10.1,0.0,7.2
315,2016-11-11,-5.1,1.0,-10.4,0.0,8.7
316,2016-11-12,-0.2,6.2,-4.4,2.5,4.4
317,2016-11-13,2.2,8.2,-2.1,0.0,2.4
318,2016-11-14,2.8,6.4,-2.3,0.0,6.7
319,2016-11-15,3.3,6.6,0.3,0.0,0.5
320,2016-11-16,-1.5,1.6,-6.7,0.0,5.7
321,2016-11-17,-3.7,2.9,-8.4,0.0,7.4
322,2016-11-18,-0.5,8.3,-8.5,0.0,6.1
323,2016-11-19,2.2,6.9,-1.0,0.0,6.7
324,2016-11-20,4.7,11.9,-0.3,0.0,5.0
325,2016-11-21,-1.4,1.7,-4.4,0.0,8.7
326,2016-11-22,-2.6,-1.1,-6.1,0.5,0.0
327,2016-11-23,-7.1,-4.3,-10.2,0.0,2.1
328,2016-11-24,-8.0,-2.1,-12.0,0.0,8.6
329,2016-11-25,-7.2,-1.1,-11.9,0.0,5.1
330,2016-11-26,-5.5,0.2,-11.2,0.0,8.2
331,2016-11-27,-0.9,4.3,-5.0,0.0,3.2
332,2016-11-28,-1.4,3.8,-6.0,3.5,4.0
333,2016-11-29,-5.1,-0.3,-14.3,3.0,2.0
334,2016-11-30,-8.4,-2.3,-12.8,0.0,7.2
335,2016-12-01,0.6,5.5,-8.3,0.0,0.3
336,2016-12-02,-0.4,4.1,-3.6,0.0,3.8
337,2016-12-03,-0.4,4.7,-5.4,0.0,8.5
338,2016-12-04,2.3,11.6,-6.4,0.0,6.9
339,2016-12-05,1.0,4.4,-0.8,6.5,0.0
340,2016-12-06,-3.2,-0.7,-11.3,10.0,0.9
341,2016-12-07,-10.4,-5.8,-15.8,0.0,3.6
342,2016-12-08,-11.6,-4.1,-18.8,0.0,8.2
343,2016-12-09,-7.3,-1.2,-15.1,5.0,0.0
344,2016-12-10,-6.4,-1.1,-16.1,0.5,1.6
345,2016-12-11,-11.1,-6.1,-17.4,0.0,7.7
346,2016-12-12,-9.7,-1.7,-15.7,0.0,7.7
347,2016-12-13,-7.4,1.1,-13.3,0.0,1.7
348,2016-12-14,-5.2,-3.1,-10.8,3.5,0.0
349,2016-12-15,-11.9,-4.2,-18.5,0.5,7.9
350,2016-12-16,-11.5,-5.6,-15.9,0.0,7.6
351,2016-12-17,-12.7,-4.5,-17.6,0.0,3.8
352,2016-12-18,-5.9,5.5,-18.0,0.0,7.0
353,2016-12-19,-6.9,1.0,-11.2,0.0,7.9
354,2016-12-20,-4.5,0.1,-9.3,0.0,4.9
355,2016-12-21,-2.3,1.8,-6.8,0.0,4.6
356,2016-12-22,-3.8,-2.7,-6.6,21.0,0.0
357,2016-12-23,-3.9,-2.5,-6.6,14.0,0.0
358,2016-12-24,-10.1,-5.4,-16.9,0.0,4.6
359,2016-12-25,-12.8,-6.0,-17.4,0.0,6.2
360,2016-12-26,-5.3,1.5,-17.1,1.0,4.5
361,2016-12-27,-5.9,-2.0,-10.5,2.5,0.0
362,2016-12-28,-13.4,-6.1,-19.7,0.0,7.8
363,2016-12-29,-10.2,-2.9,-17.4,0.0,2.4
364,2016-12-30,-12.3,-4.2,-19.3,0.0,8.1
365,2016-12-31,-9.1,-2.8,-15.7,0.0,5.8
366,2017-01-01,-11.6,-3.2,-16.5,0.0,5.5
367,2017-01-02,-8.5,-2.2,-15.1,0.0,7.0
368,2017-01-03,-5.8,-1.5,-11.8,0.0,4.5
369,2017-01-04,-7.0,-4.0,-9.7,0.5,4.0
370,2017-01-05,-8.1,-5.2,-14.9,0.0,3.7
371,2017-01-06,-12.5,-4.0,-17.8,0.0,8.2
372,2017-01-07,-8.4,-2.6,-14.9,0.0,5.5
373,2017-01-08,-9.2,-4.3,-16.7,0.0,7.0
374,2017-01-09,-6.3,-1.2,-17.4,0.0,0.0
375,2017-01-10,-8.7,-2.6,-15.7,0.0,7.2
376,2017-01-11,-13.0,-8.0,-18.6,0.0,4.1
377,2017-01-12,-12.7,-7.8,-21.5,0.0,6.8
378,2017-01-13,-14.2,-6.0,-20.7,0.0,8.0
379,2017-01-14,-14.3,-6.2,-18.9,0.0,8.1
380,2017-01-15,-8.8,-2.5,-16.8,1.0,2.5
381,2017-01-16,-2.1,-0.9,-3.5,7.0,0.0
382,2017-01-17,-4.8,-3.1,-7.6,3.0,1.4
383,2017-01-18,-7.0,-3.7,-13.5,0.0,0.0
384,2017-01-19,-8.0,-4.4,-13.3,0.0,1.7
385,2017-01-20,-9.3,-3.1,-14.2,0.0,5.2
386,2017-01-21,-8.8,-3.7,-14.4,0.0,3.0
387,2017-01-22,-10.2,-6.1,-16.9,5.5,3.4
388,2017-01-23,-8.5,-5.7,-18.2,4.5,0.0
389,2017-01-24,-16.5,-9.2,-21.7,0.0,6.1
390,2017-01-25,-15.0,-4.9,-21.1,0.0,4.7
391,2017-01-26,-12.5,-5.5,-17.8,0.0,7.9
392,2017-01-27,-2.1,3.1,-11.9,1.0,1.3
393,2017-01-28,-5.3,-3.9,-6.5,0.0,5.9
394,2017-01-29,-7.8,-2.5,-15.9,0.0,7.9
395,2017-01-30,-8.1,-5.1,-15.7,1.0,0.0
396,2017-01-31,-12.8,-3.8,-18.5,0.0,8.5
397,2017-02-01,-10.2,-3.4,-19.8,0.0,7.2
398,2017-02-02,-12.0,-6.5,-21.1,0.5,1.8
399,2017-02-03,-14.3,-5.2,-21.4,0.0,9.1
400,2017-02-04,-10.1,-0.4,-17.4,0.0,6.8
401,2017-02-05,-10.2,-1.6,-16.2,0.0,9.4
402,2017-02-06,-6.1,-2.4,-12.9,0.0,0.0
403,2017-02-07,-6.2,-4.7,-9.5,0.0,4.6
404,2017-02-08,-5.3,0.5,-11.9,0.0,4.5
405,2017-02-09,-6.9,0.1,-14.9,0.0,7.9
406,2017-02-10,-8.1,-4.6,-13.2,0.0,0.0
407,2017-02-11,-4.7,-1.3,-8.4,0.0,0.1
408,2017-02-12,-1.9,-0.2,-3.4,0.0,0.3
409,2017-02-13,-2.5,-0.3,-4.6,0.0,1.4
410,2017-02-14,-4.8,-1.6,-8.9,0.0,2.3
411,2017-02-15,-6.3,2.5,-13.2,0.0,7.7
412,2017-02-16,-4.0,3.5,-13.9,0.0,7.4
413,2017-02-17,-1.0,5.9,-7.8,3.0,0.0
414,2017-02-18,-9.0,-4.6,-19.7,0.0,5.0
415,2017-02-19,-10.3,-2.5,-20.0,0.0,8.9
416,2017-02-20,-9.6,-3.9,-16.6,1.5,4.5
417,2017-02-21,-7.9,-4.8,-11.2,0.0,9.4
418,2017-02-22,-8.3,0.2,-16.3,0.0,7.3
419,2017-02-23,-3.0,1.7,-11.3,0.0,1.0
420,2017-02-24,-3.2,1.3,-13.0,0.0,3.0
421,2017-02-25,-6.4,0.7,-13.4,0.0,7.5
422,2017-02-26,-7.9,-3.2,-17.0,2.5,4.2
423,2017-02-27,-10.2,-0.8,-18.0,0.0,10.6
424,2017-02-28,-7.7,1.7,-15.1,0.0,10.7
425,2017-03-01,-1.8,4.8,-9.2,0.0,6.9
426,2017-03-02,0.7,4.9,-5.6,0.0,6.6
427,2017-03-03,-1.0,2.1,-7.8,0.0,2.5
428,2017-03-04,-5.8,-0.9,-11.5,0.0,7.6
429,2017-03-05,-6.5,-0.7,-14.4,0.0,9.8
430,2017-03-06,-5.7,0.4,-16.2,1.0,10.4
431,2017-03-07,-4.8,-0.4,-8.4,3.5,0.9
432,2017-03-08,-6.2,0.1,-12.3,0.0,4.8
433,2017-03-09,-4.4,1.6,-10.8,0.0,5.4
434,2017-03-10,-3.6,0.5,-9.3,0.5,4.7
435,2017-03-11,-4.4,0.3,-9.4,0.0,3.9
436,2017-03-12,-4.9,-0.3,-11.7,0.0,8.1
437,2017-03-13,-6.2,1.1,-12.5,0.0,11.1
438,2017-03-14,-5.7,-0.1,-11.3,0.0,10.8
439,2017-03-15,-5.0,-1.2,-10.0,0.0,7.1
440,2017-03-16,-2.6,0.7,-10.9,0.0,0.0
441,2017-03-17,-2.0,3.4,-10.8,0.0,2.5
442,2017-03-18,-2.4,3.5,-10.7,0.0,6.7
443,2017-03-19,-0.7,5.4,-8.4,0.0,10.2
444,2017-03-20,-1.3,6.2,-7.1,0.0,10.4
445,2017-03-21,-0.7,4.8,-7.6,0.0,4.7
446,2017-03-22,0.5,3.8,-1.8,5.5,3.0
447,2017-03-23,-1.9,1.9,-6.3,0.0,5.6
448,2017-03-24,-3.2,0.8,-8.9,0.0,5.2
449,2017-03-25,-0.7,4.2,-4.2,0.0,1.6
450,2017-03-26,-0.6,4.9,-6.7,0.0,8.9
451,2017-03-27,0.1,5.2,-4.8,0.0,7.3
452,2017-03-28,-0.4,4.4,-4.1,0.5,5.3
453,2017-03-29,0.1,6.6,-5.9,0.0,6.8
454,2017-03-30,-1.0,2.7,-2.9,0.0,5.0
455,2017-03-31,-2.1,1.5,-4.5,0.5,1.0
456,2017-04-01,-0.6,4.8,-6.2,0.0,11.7
